image_path,label
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_14_mri_0_151_jpeg.rf.ece7ab6d9a644059129b322002351943_0069_0_968.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_251_jpg.rf.88eeda05a1f18aa016b8a7bbe976892a_0023_0_1191.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_14_mri_0_3560_jpeg.rf.21a8bd6c1b0e316cc53e1b23084406fb_0061_0_5334.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_131_jpg.rf.2ac11c04af444ea31b47f096c2caf9e6_0026_0_6787.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_7_mri_0_7704_jpeg.rf.b2af45d431352fe1699147e16ae6ddf4_0060_0_5765.jpg,0
balanced_augmented_dataset/train/Comminuted/Comminuted_29_mri_0_5263_jpeg.rf.212b2c95637e66f29e83638483977d0e_0000.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_29_mri_0_4706_jpeg.rf.f819bf7910f0862829354669b6d6e564_0049_0_698.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_14_mri_0_4100_jpeg.rf.ccd2379ac1e01368f091d7164a764867_0045_0_863.jpg,0
balanced_augmented_dataset/train/Comminuted/Comminuted_161_jpg.rf.c27d16231b3d912185642890bc24f60b_0037.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_13_mri_0_7810_jpeg.rf.60f9b458174cde8fdb8605b937e3afd2_0004_0_7486.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_7_mri_0_7704_jpeg.rf.b2af45d431352fe1699147e16ae6ddf4_0060_0_6028.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_7_mri_0_5567_jpeg.rf.946129ee4a580719ad3e49bb5a2ce053_0031_0_5448.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_135_jpg.rf.9e22b30301d50d760531e7293069cc02_0068_0_5390.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_9_mri_0_4480_jpeg.rf.fb77a34fc5c6ed89519016127b55b3a3_0072_0_9398.jpg,0
balanced_augmented_dataset/train/Comminuted/Comminuted_9_mri_0_5834_jpeg.rf.2b3f806399c940e78788bf42fe715d27_0053.jpg,0
balanced_augmented_dataset/train/Comminuted/Comminuted_251_jpg.rf.73fe9b21359b6e94c44655b6148a9b11_0002.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_7_mri_0_320_jpeg.rf.7496da5dbffe90c1fd724d03775c324c_0010_0_4225.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_178_jpg.rf.de41974f87543a30529addf4ab7d7045_0057_0_4703.jpg,0
balanced_augmented_dataset/train/Comminuted/Comminuted_7_mri_0_5567_jpeg.rf.946129ee4a580719ad3e49bb5a2ce053_0031.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_14_mri_0_3560_jpeg.rf.21a8bd6c1b0e316cc53e1b23084406fb_0061_0_5588.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_9_mri_0_5834_jpeg.rf.be377329895e486d8112fac795844a79_0063_0_7543.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_14_mri_0_151_jpeg.rf.ece7ab6d9a644059129b322002351943_0069_0_1229.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_13_mri_0_9433_jpeg.rf.dce10757ea1e30d2bce689b688b3afb0_0001_0_8636.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_13_mri_0_9433_jpeg.rf.747fbd56acf7e0aa065446d2e2e5b4b8_0065_0_8435.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_7_mri_0_2539_jpeg.rf.42c570aee4ac9db054f00fedb262e5d2_0036_0_7555.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_178_jpg.rf.de41974f87543a30529addf4ab7d7045_0057_0_4644.jpg,0
balanced_augmented_dataset/train/Comminuted/Comminuted_178_jpg.rf.77395bf4d733e7a3af051b001e31a8df_0032.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_7_mri_0_1712_jpeg.rf.dbf4b387bd3a357bcd307109b219596b_0027_0_2428.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_9_mri_0_5978_jpeg.rf.9f34d81fb6e6f538e4fd868b51048498_0025_0_9860.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_7_mri_0_320_jpeg.rf.7496da5dbffe90c1fd724d03775c324c_0010_0_6166.jpg,0
balanced_augmented_dataset/train/Comminuted/Comminuted_9_mri_0_8679_jpeg.rf.129254f0f4bc9172f3d841ca40ca2423_0019.jpg,0
balanced_augmented_dataset/train/Comminuted/Comminuted_27_mri_0_6269_jpeg.rf.5ba8f971b44acaa5dfb9f4d53c97353d_0015.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_7_mri_0_2539_jpeg.rf.3be7f223f93c157ca83954c94b02efdf_0003_0_7002.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_131_jpg.rf.2ac11c04af444ea31b47f096c2caf9e6_0026_0_5243.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_33_jpg.rf.e97d43d51a5b583b456ed28c054055d7_0012_0_2713.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_7_mri_0_1842_jpeg.rf.5430a38e240773284c9a85aadd28319b_0030_0_4146.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_14_mri_0_3560_jpeg.rf.60dd1a163981ff82bc2024cbf9ef33ad_0038_0_6766.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_7_mri_0_3491_jpeg.rf.327186bc5536ff1709e9d9e78bbb9c6f_0018_0_1495.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_131_jpg.rf.67a9f6a706c322848fa6775db8cf0c54_0059_0_16.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_251_jpg.rf.88eeda05a1f18aa016b8a7bbe976892a_0023_0_8905.jpg,0
balanced_augmented_dataset/train/Comminuted/Comminuted_131_jpg.rf.67a9f6a706c322848fa6775db8cf0c54_0059.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_14_mri_0_96_jpeg.rf.5425dba990488751f532168cea673bdc_0058_0_1528.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_161_jpg.rf.21b32633fd9a5930f2f62587db3836f7_0024_0_5891.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_7_mri_0_345_jpeg.rf.4de5ddc75597c2ac410d677bf891d4fc_0014_0_7638.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_161_jpg.rf.dd3d715238d5f6e1899bc319a829eba9_0040_0_4227.jpg,0
balanced_augmented_dataset/train/Comminuted/Comminuted_9_mri_0_7771_jpeg.rf.6bd4f433e0bdf61a8fafc04d8cc2b6e5_0017.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_145_jpg.rf.1fe9481fa19fb5125a237d578842044f_0033_0_9678.jpg,0
balanced_augmented_dataset/train/Comminuted/Comminuted_135_jpg.rf.4538d0a2a19896addde3737f6bed4a22_0067.jpg,0
balanced_augmented_dataset/train/Comminuted/Comminuted_9_mri_0_8679_jpeg.rf.a382e7a6229612c86d77649d73e4ffa0_0073.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_9_mri_0_4480_jpeg.rf.030140bac84271ae0cf75072026e475d_0009_0_2064.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_7_mri_0_1842_jpeg.rf.6a8c0975a6599d5cb308ebd504e3da00_0056_0_9576.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_33_jpg.rf.e97d43d51a5b583b456ed28c054055d7_0012_0_6704.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_9_mri_0_5978_jpeg.rf.9f34d81fb6e6f538e4fd868b51048498_0025_0_6938.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_25_mri_0_1295_jpeg.rf.63a15638bcf02e031e9762d93f385805_0035_0_703.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_251_jpg.rf.b3a1ee70a4817070045528b603a8c1d0_0046_0_2599.jpg,0
balanced_augmented_dataset/train/Comminuted/Comminuted_13_mri_0_9433_jpeg.rf.dce10757ea1e30d2bce689b688b3afb0_0001.jpg,0
balanced_augmented_dataset/train/Comminuted/aug_Comminuted_251_jpg.rf.203ab444fe05f7e5e1983859b56bb0e1_0054_0_6640.jpg,0
